year,constituency,constituency_type,n_member,candidate,party,party_name,votes,votes_perc,rank,result
2020,Holland-Bukit Timah,GRC,4,Tan Jee Say,SDP,Singapore Democratic Party,36100,33.64,2,lost
2020,Hong Kah North,SMC,1,Amy Khor Lean Suan,PAP,People's Action Party,16347,60.99,1,won
2020,Hong Kah North,SMC,1,Gigene Wong,PSP,Progress Singapore Party,10457,39.01,2,lost
2020,Hougang,SMC,1,Dennis Tan Lip Fong,WP,Workers' Party,15451,61.21,1,won
2020,Hougang,SMC,1,Lee Hong Chuang,PAP,People's Action Party,9791,38.79,2,lost
2020,Jalan Besar,GRC,4,Heng Chee How,PAP,People's Action Party,64631,65.36,1,won
2020,Jalan Besar,GRC,4,Denise Phua Lay Peng,PAP,People's Action Party,64631,65.36,1,won
2020,Jalan Besar,GRC,4,Josephine Teo,PAP,People's Action Party,64631,65.36,1,won
2020,Jalan Besar,GRC,4,Wan Rizal,PAP,People's Action Party,64631,65.36,1,won
2020,Jalan Besar,GRC,4,Michael Fang Amin,PV,Peoples Voice,34261,34.64,2,lost
2020,Jalan Besar,GRC,4,Leong Sze Hian,PV,Peoples Voice,34261,34.64,2,lost
2020,Jalan Besar,GRC,4,Lim Tean,PV,Peoples Voice,34261,34.64,2,lost
2020,Jalan Besar,GRC,4,Nor Azlan Bin Sulaiman,PV,Peoples Voice,34261,34.64,2,lost
2020,Jurong,GRC,5,Huang Wei Zhong Shawn,PAP,People's Action Party,91846,74.61,1,won
2020,Jurong,GRC,5,Rahayu Binte Mahzam,PAP,People's Action Party,91846,74.61,1,won
2020,Jurong,GRC,5,Tan Wu Meng,PAP,People's Action Party,91846,74.61,1,won
2020,Jurong,GRC,5,Tharman Shanmugaratnam,PAP,People's Action Party,91846,74.61,1,won
2020,Jurong,GRC,5,Xie Yao Quan,PAP,People's Action Party,91846,74.61,1,won
2020,Jurong,GRC,5,Michelle Lee Juen,RDU,Red Dot United,31260,25.39,2,lost
2020,Jurong,GRC,5,Liyana Dhamirah,RDU,Red Dot United,31260,25.39,2,lost
2020,Jurong,GRC,5,Ravi Philemon,RDU,Red Dot United,31260,25.39,2,lost
2020,Jurong,GRC,5,Nicholas Tang,RDU,Red Dot United,31260,25.39,2,lost
2020,Jurong,GRC,5,Alec Tok,RDU,Red Dot United,31260,25.39,2,lost
2020,Kebun Baru,SMC,1,Kwek Hian Chuan,PAP,People's Action Party,13309,62.92,1,won
2020,Kebun Baru,SMC,1,Kumaran Pillai,PSP,Progress Singapore Party,7842,37.08,2,lost
2020,MacPherson,SMC,1,Tin Pei Ling,PAP,People's Action Party,19009,71.74,1,won
2020,MacPherson,SMC,1,Goh Meng Seng,PPP,People's Power Party,7489,28.26,2,lost
2020,Marine Parade,GRC,5,Mohd Fahmi Aliman,PAP,People's Action Party,75203,57.74,1,won
2020,Marine Parade,GRC,5,Seah Kian Peng,PAP,People's Action Party,75203,57.74,1,won
2020,Marine Parade,GRC,5,Tan Chuan-Jin,PAP,People's Action Party,75203,57.74,1,won
2020,Marine Parade,GRC,5,Tan See Leng,PAP,People's Action Party,75203,57.74,1,won
2020,Marine Parade,GRC,5,Edwin Tong Chun Fai,PAP,People's Action Party,75203,57.74,1,won
2020,Marine Parade,GRC,5,Azhar Latip,WP,Workers' Party,55047,42.26,2,lost
2020,Marine Parade,GRC,5,Fadli Fawzi,WP,Workers' Party,55047,42.26,2,lost
2020,Marine Parade,GRC,5,Nathaniel Koh,WP,Workers' Party,55047,42.26,2,lost
2020,Marine Parade,GRC,5,Ron Tan Jun Yen,WP,Workers' Party,55047,42.26,2,lost
2020,Marine Parade,GRC,5,Yee Jenn Jong,WP,Workers' Party,55047,42.26,2,lost
2020,Marsiling-Yew Tee,GRC,4,Hany Soh Hui Bin,PAP,People's Action Party,69813,63.18,1,won
2020,Marsiling-Yew Tee,GRC,4,Lawrence Wong,PAP,People's Action Party,69813,63.18,1,won
2020,Marsiling-Yew Tee,GRC,4,Alex Yam Ziming,PAP,People's Action Party,69813,63.18,1,won
2020,Marsiling-Yew Tee,GRC,4,Zaqy Mohamad,PAP,People's Action Party,69813,63.18,1,won
2020,Marsiling-Yew Tee,GRC,4,Damanhuri Bin Abas,SDP,Singapore Democratic Party,40690,36.82,2,lost
2020,Marsiling-Yew Tee,GRC,4,Khung Wai Yeen,SDP,Singapore Democratic Party,40690,36.82,2,lost
2020,Marsiling-Yew Tee,GRC,4,Lim Boon Heng,SDP,Singapore Democratic Party,40690,36.82,2,lost
2020,Marsiling-Yew Tee,GRC,4,Benjamin Pwee,SDP,Singapore Democratic Party,40690,36.82,2,lost
2020,Marymount,SMC,1,Gan Siow Huang,PAP,People's Action Party,12173,55.04,1,won
2020,Marymount,SMC,1,Ang Yong Guan,PSP,Progress Singapore Party,9943,44.96,2,lost
2020,Mountbatten,SMC,1,Lim Biow Chuan,PAP,People's Action Party,16285,73.82,1,won
2020,Mountbatten,SMC,1,Sivakumaran Chellappa,PV,Peoples Voice,5775,26.18,2,lost
2020,Nee Soon,GRC,5,Derrick Goh Soon Hee,PAP,People's Action Party,86308,61.9,1,won
2020,Nee Soon,GRC,5,K. Shanmugam,PAP,People's Action Party,86308,61.9,1,won
2020,Nee Soon,GRC,5,Muhammad Faishal Ibrahim,PAP,People's Action Party,86308,61.9,1,won
2020,Nee Soon,GRC,5,"Ng Kok Kwang, Louis",PAP,People's Action Party,86308,61.9,1,won
2020,Nee Soon,GRC,5,Carrie Tan Huimin,PAP,People's Action Party,86308,61.9,1,won
2020,Nee Soon,GRC,5,Bowyer Bradley Peter,PSP,Progress Singapore Party,53131,38.1,2,lost
2020,Nee Soon,GRC,5,Kalayarasu Manickam,PSP,Progress Singapore Party,53131,38.1,2,lost
2020,Nee Soon,GRC,5,Muhammad Taufik Bin Supan,PSP,Progress Singapore Party,53131,38.1,2,lost
2020,Nee Soon,GRC,5,S Nallakaruppan,PSP,Progress Singapore Party,53131,38.1,2,lost
2020,Nee Soon,GRC,5,Tay Chye Seng,PSP,Progress Singapore Party,53131,38.1,2,lost
2020,Pasir Ris-Punggol,GRC,5,Janil Puthucheary,PAP,People's Action Party,100932,64.16,1,won
2020,Pasir Ris-Punggol,GRC,5,Sharael Taha,PAP,People's Action Party,100932,64.16,1,won
2020,Pasir Ris-Punggol,GRC,5,Desmond Tan,PAP,People's Action Party,100932,64.16,1,won
2020,Pasir Ris-Punggol,GRC,5,Teo Chee Hean,PAP,People's Action Party,100932,64.16,1,won
2020,Pasir Ris-Punggol,GRC,5,Yeo Wan Ling,PAP,People's Action Party,100932,64.16,1,won
2020,Pasir Ris-Punggol,GRC,5,Abu Bin Mohamed,SDA,Singapore Democratic Alliance,37237,23.67,2,lost
2020,Pasir Ris-Punggol,GRC,5,Harminder Pal Singh s/o Gurcharan Singh,SDA,Singapore Democratic Alliance,37237,23.67,2,lost
2020,Pasir Ris-Punggol,GRC,5,Kuswadi Bin Atnawi,SDA,Singapore Democratic Alliance,37237,23.67,2,lost
2020,Pasir Ris-Punggol,GRC,5,Lim Bak Chuan Desmond,SDA,Singapore Democratic Alliance,37237,23.67,2,lost
2020,Pasir Ris-Punggol,GRC,5,Kelvin Ong Soon Huat,SDA,Singapore Democratic Alliance,37237,23.67,2,lost
2020,Pasir Ris-Punggol,GRC,5,Goh Keow Wah,PV,Peoples Voice,19147,12.17,3,lost_deposit
2020,Pasir Ris-Punggol,GRC,5,Lim Kay Cheow Jireh,PV,Peoples Voice,19147,12.17,3,lost_deposit
2020,Pasir Ris-Punggol,GRC,5,Mohamed Nassir Ismail,PV,Peoples Voice,19147,12.17,3,lost_deposit
2020,Pasir Ris-Punggol,GRC,5,Prabu Ramachandran,PV,Peoples Voice,19147,12.17,3,lost_deposit
2020,Pasir Ris-Punggol,GRC,5,Vigneswari VR,PV,Peoples Voice,19147,12.17,3,lost_deposit
2020,Pioneer,SMC,1,Patrick Tay Teck Guan,PAP,People's Action Party,14593,62.0,1,won
2020,Pioneer,SMC,1,Lim Cher Hong,PSP,Progress Singapore Party,8289,35.22,2,lost
2020,Pioneer,SMC,1,Cheang Peng Wah,INDP,,655,2.78,3,lost_deposit
2020,Potong Pasir,SMC,1,Sitoh Yih Pin,PAP,People's Action Party,11264,60.67,1,won
2020,Potong Pasir,SMC,1,Jose Raymond,SPP,Singapore People's Party,7302,39.33,2,lost
2020,Punggol West,SMC,1,Sun Xueling,PAP,People's Action Party,15655,60.98,1,won
2020,Punggol West,SMC,1,Tan Chen Chen,WP,Workers' Party,10017,39.02,2,lost
2020,Radin Mas,SMC,1,Melvin Yong Yik Chye,PAP,People's Action Party,16864,74.01,1,won
2020,Radin Mas,SMC,1,Kumar Appavoo,RP,Reform Party,5922,25.99,2,lost
2020,Sembawang,GRC,5,Lim Wee Kiak,PAP,People's Action Party,94176,67.29,1,won
2020,Sembawang,GRC,5,Mariam Jaafar,PAP,People's Action Party,94176,67.29,1,won
2020,Sembawang,GRC,5,Ong Ye Kung,PAP,People's Action Party,94176,67.29,1,won
2020,Sembawang,GRC,5,Poh Li San,PAP,People's Action Party,94176,67.29,1,won
2020,Sembawang,GRC,5,Vikram Nair,PAP,People's Action Party,94176,67.29,1,won
2020,Sembawang,GRC,5,Ng Chung Hon,NSP,National Solidarity Party,45778,32.71,2,lost
2020,Sembawang,GRC,5,Sathin s/o Ravindran,NSP,National Solidarity Party,45778,32.71,2,lost
2020,Sembawang,GRC,5,Sebastian Teo,NSP,National Solidarity Party,45778,32.71,2,lost
2020,Sembawang,GRC,5,Yadzeth Bin Hairis,NSP,National Solidarity Party,45778,32.71,2,lost
2020,Sembawang,GRC,5,Yeo Tiong Boon,NSP,National Solidarity Party,45778,32.71,2,lost
2020,Sengkang,GRC,4,Chua Kheng Wee,WP,Workers' Party,60217,52.12,1,won
2020,Sengkang,GRC,4,He Ting Ru,WP,Workers' Party,60217,52.12,1,won
2020,Sengkang,GRC,4,Jamus Jerome Lim,WP,Workers' Party,60217,52.12,1,won
2020,Sengkang,GRC,4,Raeesah Begum Binte Farid Khan,WP,Workers' Party,60217,52.12,1,won
2020,Sengkang,GRC,4,Amrin Amin,PAP,People's Action Party,55319,47.88,2,lost
2020,Sengkang,GRC,4,Lam Pin Min,PAP,People's Action Party,55319,47.88,2,lost
2020,Sengkang,GRC,4,Lye Hoong Yip Raymond,PAP,People's Action Party,55319,47.88,2,lost
2020,Sengkang,GRC,4,Ng Chee Meng,PAP,People's Action Party,55319,47.88,2,lost
2020,Tampines,GRC,5,Baey Yam Keng,PAP,People's Action Party,94668,66.41,1,won
2020,Tampines,GRC,5,Cheng Li Hui,PAP,People's Action Party,94668,66.41,1,won
2020,Tampines,GRC,5,Desmond Choo Pey Ching,PAP,People's Action Party,94668,66.41,1,won
2020,Tampines,GRC,5,Koh Poh Koon,PAP,People's Action Party,94668,66.41,1,won
2020,Tampines,GRC,5,Masagos Zulkifli,PAP,People's Action Party,94668,66.41,1,won
2020,Tampines,GRC,5,Choong Hon Heng,NSP,National Solidarity Party,47875,33.59,2,lost
2020,Tampines,GRC,5,Fong Chin Leong,NSP,National Solidarity Party,47875,33.59,2,lost
2020,Tampines,GRC,5,Mohd Ridzwan Bin Mohammad,NSP,National Solidarity Party,47875,33.59,2,lost
2020,Tampines,GRC,5,Vincent Ng Kian Guan,NSP,National Solidarity Party,47875,33.59,2,lost
2020,Tampines,GRC,5,Yeo Ren-Yuan,NSP,National Solidarity Party,47875,33.59,2,lost
2020,Tanjong Pagar,GRC,5,Chan Chun Sing,PAP,People's Action Party,78330,63.1,1,won
2020,Tanjong Pagar,GRC,5,Eric Chua Swee Leong,PAP,People's Action Party,78330,63.1,1,won
2020,Tanjong Pagar,GRC,5,Indranee Thurai Rajah,PAP,People's Action Party,78330,63.1,1,won
2020,Tanjong Pagar,GRC,5,Joan Pereira,PAP,People's Action Party,78330,63.1,1,won
2020,Tanjong Pagar,GRC,5,Alvin Tan Sheng Hui,PAP,People's Action Party,78330,63.1,1,won
2020,Tanjong Pagar,GRC,5,A’bas Bin Kasmani,PSP,Progress Singapore Party,45807,36.9,2,lost
2020,Tanjong Pagar,GRC,5,"Chua Teck Leong, Michael",PSP,Progress Singapore Party,45807,36.9,2,lost
2020,Tanjong Pagar,GRC,5,Harish Pillay,PSP,Progress Singapore Party,45807,36.9,2,lost
2020,Tanjong Pagar,GRC,5,Low Wei Ling,PSP,Progress Singapore Party,45807,36.9,2,lost
2020,Tanjong Pagar,GRC,5,"Soon Jun Wei, Terence",PSP,Progress Singapore Party,45807,36.9,2,lost
2020,West Coast,GRC,5,Ang Wei Neng,PAP,People's Action Party,71658,51.68,1,won
2020,West Coast,GRC,5,Foo Mee Har,PAP,People's Action Party,71658,51.68,1,won
2020,West Coast,GRC,5,Desmond Lee Ti-Seng,PAP,People's Action Party,71658,51.68,1,won
2020,West Coast,GRC,5,Rachel Ong Sin Yen,PAP,People's Action Party,71658,51.68,1,won
2020,West Coast,GRC,5,S Iswaran,PAP,People's Action Party,71658,51.68,1,won
2020,West Coast,GRC,5,Khoo Poh Tiong Jeffrey,PSP,Progress Singapore Party,66996,48.32,2,lost
2020,West Coast,GRC,5,Leong Mun Wai,PSP,Progress Singapore Party,66996,48.32,2,lost
2020,West Coast,GRC,5,N. Loganathan,PSP,Progress Singapore Party,66996,48.32,2,lost
2020,West Coast,GRC,5,Hazel Poa,PSP,Progress Singapore Party,66996,48.32,2,lost
2020,West Coast,GRC,5,Tan Cheng Bock,PSP,Progress Singapore Party,66996,48.32,2,lost
2020,Yio Chu Kang,SMC,1,Yip Hon Weng,PAP,People's Action Party,14775,60.82,1,won
2020,Yio Chu Kang,SMC,1,Kayla Low,PSP,Progress Singapore Party,9519,39.18,2,lost
2020,Yuhua,SMC,1,Grace Fu Hai Yien,PAP,People's Action Party,14131,70.54,1,won
2020,Yuhua,SMC,1,Robin Low,SDP,Singapore Democratic Party,5901,29.46,2,lost
2025,Aljunied,GRC,5,Fadli Fawzi,WP,Workers' Party,79254,59.71,1,won
2025,Aljunied,GRC,5,Gerald Giam Yean Song,WP,Workers' Party,79254,59.71,1,won
2025,Aljunied,GRC,5,Sylvia Lim Swee Lian,WP,Workers' Party,79254,59.71,1,won
2025,Aljunied,GRC,5,Pritam Singh,WP,Workers' Party,79254,59.71,1,won
2025,Aljunied,GRC,5,Kenneth Tiong Boon Kiat,WP,Workers' Party,79254,59.71,1,won
2025,Aljunied,GRC,5,"Ang Zi Yang, Adrian",PAP,People's Action Party,53471,40.29,2,lost
2025,Aljunied,GRC,5,Chan Hui Yuh,PAP,People's Action Party,53471,40.29,2,lost
2025,Aljunied,GRC,5,Faisal Abdul Aziz,PAP,People's Action Party,53471,40.29,2,lost
2025,Aljunied,GRC,5,Jagathishwaran Rajo,PAP,People's Action Party,53471,40.29,2,lost
2025,Aljunied,GRC,5,"Liu Keyuan, Daniel",PAP,People's Action Party,53471,40.29,2,lost
2025,Ang Mo Kio,GRC,5,Darryl David,PAP,People's Action Party,115562,78.95,1,won
2025,Ang Mo Kio,GRC,5,Jasmin Lau,PAP,People's Action Party,115562,78.95,1,won
2025,Ang Mo Kio,GRC,5,Lee Hsien Loong,PAP,People's Action Party,115562,78.95,1,won
2025,Ang Mo Kio,GRC,5,Victor Lye,PAP,People's Action Party,115562,78.95,1,won
2025,Ang Mo Kio,GRC,5,Nadia Ahmad Samdin,PAP,People's Action Party,115562,78.95,1,won
2025,Ang Mo Kio,GRC,5,Vincent Ng Kian Guan,SUP,Singapore United Party,15874,10.85,2,lost_deposit
2025,Ang Mo Kio,GRC,5,Nigel Ng,SUP,Singapore United Party,15874,10.85,2,lost_deposit
2025,Ang Mo Kio,GRC,5,Noraini Yunus,SUP,Singapore United Party,15874,10.85,2,lost_deposit
2025,Ang Mo Kio,GRC,5,Ridhuan Chandran,SUP,Singapore United Party,15874,10.85,2,lost_deposit
2025,Ang Mo Kio,GRC,5,Zhu Laicheng,SUP,Singapore United Party,15874,10.85,2,lost_deposit
2025,Ang Mo Kio,GRC,5,Heng Zheng Dao,PPP,People's Power Party,14929,10.2,3,lost_deposit
2025,Ang Mo Kio,GRC,5,Ho Yuen Liung Martinn,PPP,People's Power Party,14929,10.2,3,lost_deposit
2025,Ang Mo Kio,GRC,5,"Lee Yuru, Samuel",PPP,People's Power Party,14929,10.2,3,lost_deposit
2025,Ang Mo Kio,GRC,5,Lim Lian Chin,PPP,People's Power Party,14929,10.2,3,lost_deposit
2025,Ang Mo Kio,GRC,5,Thaddeus Shamraj S/O Thomas Selvaraj,PPP,People's Power Party,14929,10.2,3,lost_deposit
2025,Bishan-Toa Payoh,GRC,4,Cai Yinzhou,PAP,People's Action Party,66455,75.18,1,won
2025,Bishan-Toa Payoh,GRC,4,Chee Hong Tat,PAP,People's Action Party,66455,75.18,1,won
2025,Bishan-Toa Payoh,GRC,4,Elysa Chen,PAP,People's Action Party,66455,75.18,1,won
2025,Bishan-Toa Payoh,GRC,4,Saktiandi Supaat,PAP,People's Action Party,66455,75.18,1,won
2025,Bishan-Toa Payoh,GRC,4,Steve Chia,SPP,Singapore People's Party,21944,24.82,2,lost
2025,Bishan-Toa Payoh,GRC,4,Melvyn Chiu,SPP,Singapore People's Party,21944,24.82,2,lost
2025,Bishan-Toa Payoh,GRC,4,Lim Rui Xian,SPP,Singapore People's Party,21944,24.82,2,lost
2025,Bishan-Toa Payoh,GRC,4,Norhakim,SPP,Singapore People's Party,21944,24.82,2,lost
2025,Bukit Gombak,SMC,1,Low Yen Ling,PAP,People's Action Party,17946,75.81,1,won
2025,Bukit Gombak,SMC,1,Harish Pillay,PSP,Progress Singapore Party,5726,24.19,2,lost
2025,Bukit Panjang,SMC,1,Liang Eng Hwa,PAP,People's Action Party,19152,61.38,1,won
2025,Bukit Panjang,SMC,1,Paul Anantharajah Tambyah,SDP,Singapore Democratic Party,12051,38.62,2,lost
2025,Chua Chu Kang,GRC,4,Choo Pei Ling,PAP,People's Action Party,55140,63.6,1,won
2025,Chua Chu Kang,GRC,4,Jeffrey Siow,PAP,People's Action Party,55140,63.6,1,won
2025,Chua Chu Kang,GRC,4,Tan See Leng,PAP,People's Action Party,55140,63.6,1,won
2025,Chua Chu Kang,GRC,4,Zhulkarnain Abdul Rahim,PAP,People's Action Party,55140,63.6,1,won
2025,Chua Chu Kang,GRC,4,A'Bas Bin Kasmani,PSP,Progress Singapore Party,31562,36.4,2,lost
2025,Chua Chu Kang,GRC,4,Wendy Low Wei Ling,PSP,Progress Singapore Party,31562,36.4,2,lost
2025,Chua Chu Kang,GRC,4,Lawrence Pek Eng Leong,PSP,Progress Singapore Party,31562,36.4,2,lost
2025,Chua Chu Kang,GRC,4,S Nallakaruppan,PSP,Progress Singapore Party,31562,36.4,2,lost
2025,East Coast,GRC,5,Dinesh Vasu Dash,PAP,People's Action Party,80105,58.73,1,won
2025,East Coast,GRC,5,Hazlina Binte Abdul Halim,PAP,People's Action Party,80105,58.73,1,won
2025,East Coast,GRC,5,Tan Kiat How,PAP,People's Action Party,80105,58.73,1,won
2025,East Coast,GRC,5,Tan Soon Neo Jessica,PAP,People's Action Party,80105,58.73,1,won
2025,East Coast,GRC,5,Tong Chun Fai Edwin Charles,PAP,People's Action Party,80105,58.73,1,won
2025,East Coast,GRC,5,"Koh Kim Kui, Nathaniel",WP,Workers' Party,56288,41.27,2,lost
2025,East Coast,GRC,5,"Kuan Hon Whye, Jasper",WP,Workers' Party,56288,41.27,2,lost
2025,East Coast,GRC,5,Paris V Parameswari,WP,Workers' Party,56288,41.27,2,lost
2025,East Coast,GRC,5,Sufyan Mikhail Putra Mohd Kamil,WP,Workers' Party,56288,41.27,2,lost
2025,East Coast,GRC,5,Yee Jenn Jong,WP,Workers' Party,56288,41.27,2,lost
2025,Holland-Bukit Timah,GRC,4,Edward Chia Bing Hui,PAP,People's Action Party,86936,79.25,1,won
2025,Holland-Bukit Timah,GRC,4,Christopher De Souza,PAP,People's Action Party,86936,79.25,1,won
2025,Holland-Bukit Timah,GRC,4,Sim Ann,PAP,People's Action Party,86936,79.25,1,won
2025,Holland-Bukit Timah,GRC,4,Vivian Balakrishnan,PAP,People's Action Party,86936,79.25,1,won
2025,Holland-Bukit Timah,GRC,4,Mohd Fazli Bin Talip,RDU,Red Dot United,22762,20.75,2,lost
2025,Holland-Bukit Timah,GRC,4,Nizar Subair,RDU,Red Dot United,22762,20.75,2,lost
2025,Holland-Bukit Timah,GRC,4,Sharad Kumar,RDU,Red Dot United,22762,20.75,2,lost
2025,Holland-Bukit Timah,GRC,4,Emily Woo,RDU,Red Dot United,22762,20.75,2,lost
2025,Hougang,SMC,1,Dennis Tan Lip Fong,WP,Workers' Party,16956,62.15,1,won
2025,Hougang,SMC,1,Marshall Lim Yu Hui,PAP,People's Action Party,10327,37.85,2,lost
2025,Jalan Besar,GRC,4,Shawn Loh Shou-En,PAP,People's Action Party,70602,75.21,1,won
2025,Jalan Besar,GRC,4,Denise Phua Lay Peng,PAP,People's Action Party,70602,75.21,1,won
2025,Jalan Besar,GRC,4,Mrs Josephine Teo,PAP,People's Action Party,70602,75.21,1,won
2025,Jalan Besar,GRC,4,Wan Rizal,PAP,People's Action Party,70602,75.21,1,won
2025,Jalan Besar,GRC,4,Chiu Shin Kong,PAR,People's Alliance for Reform,23267,24.79,2,lost
2025,Jalan Besar,GRC,4,Mohamad Hamim Bin Aliyas,PAR,People's Alliance for Reform,23267,24.79,2,lost
2025,Jalan Besar,GRC,4,Sarina Binte Abu Hassan,PAR,People's Alliance for Reform,23267,24.79,2,lost
2025,Jalan Besar,GRC,4,Vigneswari D/O V Ramachandran,PAR,People's Alliance for Reform,23267,24.79,2,lost
2025,Jalan Kayu,SMC,1,Ng Chee Meng,PAP,People's Action Party,14146,51.47,1,won
2025,Jalan Kayu,SMC,1,Low Wu Yang Andre,WP,Workers' Party,13337,48.53,2,lost
2025,Jurong Central,SMC,1,Xie Yao Quan,PAP,People's Action Party,21947,80.51,1,won
2025,Jurong Central,SMC,1,Kala Manickam,RDU,Red Dot United,5313,19.49,2,lost
2025,Jurong East-Bukit Batok,GRC,5,Grace Fu Hai Yien,PAP,People's Action Party,99692,76.67,1,won
2025,Jurong East-Bukit Batok,GRC,5,"Hoe Teck Chye, David",PAP,People's Action Party,99692,76.67,1,won
2025,Jurong East-Bukit Batok,GRC,5,Lee Hong Chuang,PAP,People's Action Party,99692,76.67,1,won
2025,Jurong East-Bukit Batok,GRC,5,Murali Pillai,PAP,People's Action Party,99692,76.67,1,won
2025,Jurong East-Bukit Batok,GRC,5,Rahayu Binte Mahzam,PAP,People's Action Party,99692,76.67,1,won
2025,Jurong East-Bukit Batok,GRC,5,Harish Mohanadas,RDU,Red Dot United,30342,23.33,2,lost
2025,Jurong East-Bukit Batok,GRC,5,Liyana Dhamirah,RDU,Red Dot United,30342,23.33,2,lost
2025,Jurong East-Bukit Batok,GRC,5,Marcus Neo Kai Jie,RDU,Red Dot United,30342,23.33,2,lost
2025,Jurong East-Bukit Batok,GRC,5,Osman Sulaiman,RDU,Red Dot United,30342,23.33,2,lost
2025,Jurong East-Bukit Batok,GRC,5,Ben Puah,RDU,Red Dot United,30342,23.33,2,lost
2025,Kebun Baru,SMC,1,Kwek Hian Chuan,PAP,People's Action Party,13787,68.49,1,won
2025,Kebun Baru,SMC,1,Tony Tan Lay Thiam,PSP,Progress Singapore Party,6342,31.51,2,lost
2025,Marsiling-Yew Tee,GRC,4,Hany Soh Hui Bin,PAP,People's Action Party,81143,73.48,1,won
2025,Marsiling-Yew Tee,GRC,4,Lawrence Wong,PAP,People's Action Party,81143,73.48,1,won
2025,Marsiling-Yew Tee,GRC,4,Alex Yam Ziming,PAP,People's Action Party,81143,73.48,1,won
2025,Marsiling-Yew Tee,GRC,4,Zaqy Mohamad,PAP,People's Action Party,81143,73.48,1,won
2025,Marsiling-Yew Tee,GRC,4,Ariffin Sha,SDP,Singapore Democratic Party,29281,26.52,2,lost
2025,Marsiling-Yew Tee,GRC,4,Jufri Salim,SDP,Singapore Democratic Party,29281,26.52,2,lost
2025,Marsiling-Yew Tee,GRC,4,Alec Tok,SDP,Singapore Democratic Party,29281,26.52,2,lost
2025,Marsiling-Yew Tee,GRC,4,Gigene Wong,SDP,Singapore Democratic Party,29281,26.52,2,lost
2025,Marymount,SMC,1,Gan Siow Huang,PAP,People's Action Party,14954,70.73,1,won
2025,Marymount,SMC,1,Khoo Poh Tiong Jeffrey,PSP,Progress Singapore Party,6187,29.27,2,lost
2025,Mountbatten,SMC,1,Gho Sze Kee,PAP,People's Action Party,12602,63.82,1,won
2025,Mountbatten,SMC,1,"Tan Wei Yang, Jeremy",Independent,,7143,36.18,2,lost
2025,Nee Soon,GRC,5,Goh Hanyan,PAP,People's Action Party,102974,73.81,1,won
2025,Nee Soon,GRC,5,K. Shanmugam,PAP,People's Action Party,102974,73.81,1,won
2025,Nee Soon,GRC,5,Jackson Lam Weiliang,PAP,People's Action Party,102974,73.81,1,won
2025,Nee Soon,GRC,5,Lee Hui Ying,PAP,People's Action Party,102974,73.81,1,won
2025,Nee Soon,GRC,5,Syed Harun Alhabsyi,PAP,People's Action Party,102974,73.81,1,won
2025,Nee Soon,GRC,5,David Foo,RDU,Red Dot United,36538,26.19,2,lost
2025,Nee Soon,GRC,5,Sharon Lin,RDU,Red Dot United,36538,26.19,2,lost
2025,Nee Soon,GRC,5,Pang Heng Chuan,RDU,Red Dot United,36538,26.19,2,lost
2025,Nee Soon,GRC,5,Ravi Philemon,RDU,Red Dot United,36538,26.19,2,lost
2025,Nee Soon,GRC,5,Syed Alwi Ahmad,RDU,Red Dot United,36538,26.19,2,lost
2025,Pasir Ris-Changi,GRC,4,Indranee Rajah,PAP,People's Action Party,61168,67.68,1,won
2025,Pasir Ris-Changi,GRC,4,Valerie Lee,PAP,People's Action Party,61168,67.68,1,won
2025,Pasir Ris-Changi,GRC,4,Sharael Taha,PAP,People's Action Party,61168,67.68,1,won
2025,Pasir Ris-Changi,GRC,4,Desmond Tan,PAP,People's Action Party,61168,67.68,1,won
2025,Pasir Ris-Changi,GRC,4,Abu Bin Mohamed,SDA,Singapore Democratic Alliance,29213,32.32,2,lost
2025,Pasir Ris-Changi,GRC,4,Chia Yun Kai,SDA,Singapore Democratic Alliance,29213,32.32,2,lost
2025,Pasir Ris-Changi,GRC,4,Harminder Pal Singh S/O Gurcharan Singh,SDA,Singapore Democratic Alliance,29213,32.32,2,lost
2025,Pasir Ris-Changi,GRC,4,Lim Bak Chuan Desmond,SDA,Singapore Democratic Alliance,29213,32.32,2,lost
2025,Pioneer,SMC,1,Patrick Tay Teck Guan,PAP,People's Action Party,15360,65.45,1,won
2025,Pioneer,SMC,1,Stephanie Tan,PSP,Progress Singapore Party,8110,34.55,2,lost
2025,Potong Pasir,SMC,1,Alex Yeo Sheng Chye,PAP,People's Action Party,19288,69.2,1,won
2025,Potong Pasir,SMC,1,Lee Jian Chuan Williiamson,SPP,Singapore People's Party,6261,22.46,2,lost
2025,Potong Pasir,SMC,1,Lim Tean,PAR,People's Alliance for Reform,2323,8.33,3,lost_deposit
2025,Punggol,GRC,4,Gan Kim Yong,PAP,People's Action Party,63745,55.17,1,won
2025,Punggol,GRC,4,Janil Puthucheary,PAP,People's Action Party,63745,55.17,1,won
2025,Punggol,GRC,4,Sun Xueling,PAP,People's Action Party,63745,55.17,1,won
2025,Punggol,GRC,4,Yeo Wan Ling,PAP,People's Action Party,63745,55.17,1,won
2025,Punggol,GRC,4,"Au Chee Meng, Jackson",WP,Workers' Party,51789,44.83,2,lost
2025,Punggol,GRC,4,Dang Pei Yuan,WP,Workers' Party,51789,44.83,2,lost
2025,Punggol,GRC,4,Harpreet Singh Nehal,WP,Workers' Party,51789,44.83,2,lost
